"cg00478479"	"cg00509485"	"cg00901138"	"cg01174743"	"cg01565291"	"cg01601299"	"cg02001060"	"cg02027878"	"cg02156899"	"cg02451831"	"cg02841651"	"cg03052071"	"cg03192897"	"cg03419948"	"cg03680291"	"cg03780927"	"cg03787282"	"cg04017036"	"cg04467093"	"cg04554272"	"cg04861271"	"cg05088892"	"cg05204097"	"cg05210804"	"cg05367885"	"cg05374025"	"cg05797770"	"cg06242449"	"cg06361984"	"cg06382559"	"cg06649165"	"cg07354583"	"cg08137888"	"cg08615111"	"cg08640252"	"cg09229492"	"cg09465703"	"cg09918634"	"cg10501093"	"cg10794733"	"cg11210813"	"cg11669516"	"cg12097989"	"cg12176783"	"cg12451530"	"cg13069441"	"cg13349472"	"cg13448092"	"cg13628022"	"cg13967811"	"cg14251734"	"cg14351425"	"cg14459046"	"cg14535531"	"cg14711997"	"cg14769786"	"cg14886629"	"cg15036867"	"cg15246590"	"cg15249796"	"cg15297220"	"cg15682617"	"cg15701612"	"cg15787744"	"cg16017979"	"cg16149919"	"cg16304521"	"cg16386697"	"cg16611584"	"cg17018349"	"cg17086398"	"cg17139085"	"cg17501395"	"cg17801352"	"cg18104015"	"cg18174099"	"cg18415822"	"cg18512948"	"cg19127638"	"cg19303898"	"cg19442201"	"cg19545472"	"cg19682134"	"cg20242066"	"cg20488281"	"cg20680265"	"cg20683267"	"cg20895669"	"cg20956548"	"cg20975182"	"cg20977864"	"cg20988098"	"cg21299458"	"cg21637392"	"cg22234529"	"cg22551942"	"cg22632947"	"cg22660370"	"cg22745354"	"cg22877366"	"cg22993195"	"cg23024158"	"cg23206851"	"cg23634401"	"cg23793686"	"cg23855901"	"cg23906067"	"cg23980776"	"cg24195359"	"cg24490227"	"cg24667603"	"cg24942416"	"cg24985035"	"cg25073708"	"cg25468618"	"cg25663304"	"cg25862768"	"cg25974355"	"cg26093898"	"cg26227569"	"cg26469220"	"cg26616201"	"cg26890182"	"cg26943120"	"batch"	"subject"
"GSM5319606"	"0.620489699"	"0.482911935"	"0.7844265"	"0.487173983"	"0.474489929"	"0.528827946"	"0.72009804"	"0.563657706"	"0.439135973"	"0.545133323"	"0.821949772"	"0.737333258"	"0.824759031"	"0.329666463"	"0.550902791"	"0.379229669"	"0.478960807"	"0.823109875"	"0.564278428"	"0.390905479"	"0.678309442"	"0.607494936"	"0.628726332"	"0.372079979"	"0.335137482"	"0.340571687"	"0.682513851"	"0.329115016"	"0.689752697"	"0.107910683"	"0.79643433"	"0.18974971"	"0.44753621"	"0.656847871"	"0.110621949"	"0.74154106"	"0.303085138"	"0.705309142"	"0.659699692"	"0.518035105"	"0.357610692"	"0.71261688"	"0.598233253"	"0.478112138"	"0.414472455"	"0.445913501"	"0.684938417"	"0.403689547"	"0.184783435"	"0.488887606"	"0.802167881"	"0.333745104"	"0.788377615"	"0.315524402"	"0.408574776"	"0.323081769"	"0.680750216"	"0.470639808"	"0.143792641"	"0.701242282"	"0.272315461"	"0.189946589"	"0.501532437"	"0.515671934"	"0.837874306"	"0.808556225"	"0.579936318"	"0.905743967"	"0.76951709"	"0.781632626"	"0.500986649"	"0.655584427"	"0.404698321"	"0.740412721"	"0.614273674"	"0.667270527"	"0.3415409"	"0.445245816"	"0.751854144"	"0.755857274"	"0.603507158"	"0.80831455"	"0.153091006"	"0.473771453"	"0.424015396"	"0.761161982"	"0.607186287"	"0.451605726"	"0.443845819"	"0.449696242"	"0.788672406"	"0.473809425"	"0.129711995"	"0.515454281"	"0.774762674"	"0.576502589"	"0.626679563"	"0.307600761"	"0.696393583"	"0.255485712"	"0.475625294"	"0.713952867"	"0.279781395"	"0.339269457"	"0.693855375"	"0.838626237"	"0.636637265"	"0.494669381"	"0.664306746"	"0.663583698"	"0.426802148"	"0.783511471"	"0.716699832"	"0.534422817"	"0.481173201"	"0.184042586"	"0.433088621"	"0.339652088"	"0.906671771"	"0.530070827"	"0.716842683"	"0.760521476"	"0.740736191"	"0.37278087"	"2"	"1"
"GSM5319607"	"0.311413631"	"0.677104919"	"0.580285474"	"0.589148305"	"0.530979638"	"0.448826652"	"0.72678105"	"0.376365019"	"0.271260627"	"0.7532399"	"0.784472655"	"0.786702245"	"0.692782839"	"0.443260922"	"0.616843186"	"0.257081325"	"0.720198171"	"0.859401863"	"0.472276238"	"0.46745785"	"0.833574197"	"0.657528693"	"0.887921145"	"0.170486862"	"0.51565792"	"0.486211619"	"0.784430167"	"0.331478505"	"0.896738161"	"0.100286711"	"0.705803715"	"0.115608999"	"0.440125406"	"0.571873458"	"0.105545046"	"0.697950745"	"0.189987953"	"0.781561882"	"0.455118514"	"0.55010619"	"0.401694729"	"0.679813392"	"0.523238941"	"0.403017851"	"0.463488452"	"0.405613914"	"0.530415958"	"0.478255662"	"0.405763038"	"0.374889817"	"0.618175403"	"0.213537446"	"0.520845695"	"0.540090646"	"0.319142205"	"0.254927141"	"0.815491046"	"0.587654042"	"0.164280729"	"0.445117999"	"0.420322464"	"0.301134046"	"0.626531114"	"0.65012831"	"0.882373676"	"0.774936621"	"0.268082386"	"0.616743614"	"0.642884954"	"0.868923113"	"0.289137448"	"0.601259294"	"0.234509496"	"0.608735844"	"0.670182248"	"0.815753747"	"0.231126794"	"0.301849136"	"0.755690973"	"0.612297333"	"0.682673911"	"0.702822245"	"0.107006624"	"0.597145802"	"0.328972647"	"0.780961283"	"0.278879001"	"0.644182141"	"0.545313639"	"0.544092385"	"0.651840652"	"0.520291451"	"0.137272418"	"0.394299236"	"0.762673848"	"0.670366501"	"0.506208704"	"0.473710027"	"0.681219949"	"0.429549124"	"0.425692297"	"0.485780261"	"0.3215939"	"0.370731606"	"0.679681872"	"0.898066036"	"0.537280646"	"0.430794819"	"0.773223789"	"0.753942116"	"0.431304987"	"0.819186049"	"0.815318393"	"0.398078952"	"0.152241691"	"0.259193639"	"0.317830509"	"0.401076339"	"0.878967937"	"0.592296249"	"0.604649346"	"0.662338855"	"0.747695386"	"0.597044197"	"2"	"0"
"GSM5319608"	"0.317211876"	"0.586895205"	"0.59143996"	"0.550294707"	"0.510724284"	"0.417587893"	"0.773629503"	"0.352950655"	"0.338224766"	"0.738774199"	"0.78073804"	"0.730338879"	"0.662816753"	"0.465963868"	"0.580796905"	"0.340370862"	"0.587559706"	"0.852040318"	"0.494644512"	"0.438572401"	"0.83955277"	"0.610840755"	"0.861363057"	"0.263703034"	"0.501194214"	"0.701201811"	"0.758080407"	"0.330460526"	"0.922718312"	"0.101186615"	"0.703357422"	"0.100999386"	"0.445354858"	"0.681109609"	"0.101317666"	"0.658329562"	"0.277928334"	"0.778899719"	"0.449440827"	"0.515365765"	"0.412386888"	"0.654748667"	"0.531039136"	"0.401648286"	"0.465614203"	"0.3598064"	"0.606627099"	"0.476473296"	"0.35751381"	"0.318267891"	"0.584054661"	"0.142911132"	"0.421120449"	"0.663134352"	"0.369481595"	"0.294035199"	"0.794977744"	"0.573825274"	"0.166027017"	"0.378262005"	"0.292439766"	"0.301792953"	"0.57104126"	"0.625702144"	"0.85889224"	"0.81828355"	"0.3621783"	"0.701031448"	"0.572623628"	"0.891812189"	"0.222033933"	"0.654278801"	"0.191180528"	"0.628418321"	"0.724274952"	"0.811515883"	"0.366694638"	"0.333450141"	"0.895541648"	"0.563255518"	"0.6625431"	"0.727300027"	"0.118689722"	"0.598375418"	"0.345519769"	"0.747781082"	"0.29075196"	"0.60355795"	"0.480640089"	"0.56196048"	"0.609385933"	"0.51892686"	"0.147597882"	"0.374206572"	"0.730780626"	"0.707941449"	"0.437580974"	"0.352451853"	"0.713523306"	"0.440935896"	"0.379057624"	"0.488107233"	"0.371536972"	"0.333045505"	"0.718578752"	"0.840657298"	"0.508296261"	"0.399948766"	"0.617286756"	"0.71020429"	"0.543600382"	"0.815374759"	"0.795585448"	"0.388001697"	"0.400562078"	"0.202420784"	"0.27269119"	"0.439111662"	"0.905569637"	"0.496824194"	"0.551474499"	"0.622788878"	"0.775405485"	"0.596056163"	"2"	"0"
"GSM5319609"	"0.625395374"	"0.480489915"	"0.631731049"	"0.4143097"	"0.464491073"	"0.620721341"	"0.646220301"	"0.550106624"	"0.455613819"	"0.49441466"	"0.777556219"	"0.752482198"	"0.831767931"	"0.218517708"	"0.44013947"	"0.400879634"	"0.644735587"	"0.835162273"	"0.527726123"	"0.393451586"	"0.673041908"	"0.627211464"	"0.659935772"	"0.234483839"	"0.36237251"	"0.265265603"	"0.619274113"	"0.245644487"	"0.627656831"	"0.129184824"	"0.676842191"	"0.175197022"	"0.531145698"	"0.696513708"	"0.1133594"	"0.689800259"	"0.213669731"	"0.567451085"	"0.552131099"	"0.502792413"	"0.237361036"	"0.693205604"	"0.551404426"	"0.619539512"	"0.440891506"	"0.444884348"	"0.73280838"	"0.430361789"	"0.185361217"	"0.66092575"	"0.716641596"	"0.304873193"	"0.554818836"	"0.339545049"	"0.482204625"	"0.234592342"	"0.661595755"	"0.367599275"	"0.15958633"	"0.677739661"	"0.209857676"	"0.130092445"	"0.647496415"	"0.677079401"	"0.837322239"	"0.837668522"	"0.604135335"	"0.891329187"	"0.734540313"	"0.868892769"	"0.29690905"	"0.850678605"	"0.329635374"	"0.80180853"	"0.649250119"	"0.602974581"	"0.320856442"	"0.503355018"	"0.69266113"	"0.787917577"	"0.510796126"	"0.931234736"	"0.134628095"	"0.432182437"	"0.390905852"	"0.758064582"	"0.37496021"	"0.524556004"	"0.307850549"	"0.509259776"	"0.617135885"	"0.356552118"	"0.179241596"	"0.50631848"	"0.752398674"	"0.506949059"	"0.600563429"	"0.147511983"	"0.681758361"	"0.258812635"	"0.496151404"	"0.559795492"	"0.138537971"	"0.20705242"	"0.759978533"	"0.599053665"	"0.662523686"	"0.535067202"	"0.671053266"	"0.663583698"	"0.370573353"	"0.791673461"	"0.481041388"	"0.557050476"	"0.522926"	"0.048977664"	"0.514825874"	"0.373918553"	"0.931264344"	"0.391623826"	"0.838782581"	"0.732718876"	"0.744549766"	"0.508731479"	"2"	"1"
"GSM5319610"	"0.690743977"	"0.524534365"	"0.779395292"	"0.4143097"	"0.522904052"	"0.554325539"	"0.744712626"	"0.493812122"	"0.409959568"	"0.555966013"	"0.791984436"	"0.697924945"	"0.832811541"	"0.324952761"	"0.480352097"	"0.320297274"	"0.380578932"	"0.799167169"	"0.605797937"	"0.418128753"	"0.740694429"	"0.734905731"	"0.508246066"	"0.324101278"	"0.39313342"	"0.325017323"	"0.765442388"	"0.19824679"	"0.59039359"	"0.101784364"	"0.752288503"	"0.170204843"	"0.502825196"	"0.713941561"	"0.111778694"	"0.836202354"	"0.270463566"	"0.681725044"	"0.671429901"	"0.459813289"	"0.361099924"	"0.761472335"	"0.630066473"	"0.45587503"	"0.363250197"	"0.442403896"	"0.665712103"	"0.603264567"	"0.170830209"	"0.443987353"	"0.741087807"	"0.374499687"	"0.750405853"	"0.373388281"	"0.372995365"	"0.369351541"	"0.69980706"	"0.525755889"	"0.161726423"	"0.630926951"	"0.346095578"	"0.236090333"	"0.512619317"	"0.479529168"	"0.777637518"	"0.859469868"	"0.444118436"	"0.827120257"	"0.771889542"	"0.800486458"	"0.559940597"	"0.801480922"	"0.482458301"	"0.706303342"	"0.587205345"	"0.663066675"	"0.481689761"	"0.42672264"	"0.674511266"	"0.713864726"	"0.573194861"	"0.778209638"	"0.125883279"	"0.455217542"	"0.531246908"	"0.646186657"	"0.457525522"	"0.444186128"	"0.391096994"	"0.454307248"	"0.740527992"	"0.374941555"	"0.130897453"	"0.515130862"	"0.795803095"	"0.50087438"	"0.676881687"	"0.363540991"	"0.719129297"	"0.347666613"	"0.437367808"	"0.714814461"	"0.211742087"	"0.310571867"	"0.852611627"	"0.627182654"	"0.629702712"	"0.444008765"	"0.789033958"	"0.695351555"	"0.352400233"	"0.782581858"	"0.693352058"	"0.601621971"	"0.438561969"	"0.211419256"	"0.386927411"	"0.37378949"	"0.828454883"	"0.427508967"	"0.789425878"	"0.709484943"	"0.694463155"	"0.376291717"	"2"	"1"
"GSM5319611"	"0.37367971"	"0.727789635"	"0.541485914"	"0.562404072"	"0.518408967"	"0.479231385"	"0.758795337"	"0.416673232"	"0.296659842"	"0.760873759"	"0.789322992"	"0.68843445"	"0.661998055"	"0.476775014"	"0.562023301"	"0.301269841"	"0.536911973"	"0.865485452"	"0.525465281"	"0.465707257"	"0.885530568"	"0.702809337"	"0.890585776"	"0.310840884"	"0.5969942"	"0.544440213"	"0.78786432"	"0.345573756"	"0.905562459"	"0.101072139"	"0.715992197"	"0.06485994"	"0.389817061"	"0.572399406"	"0.104565896"	"0.678625955"	"0.23010941"	"0.778865641"	"0.535452798"	"0.513571055"	"0.424169239"	"0.684200526"	"0.512064143"	"0.435522673"	"0.49148147"	"0.382554006"	"0.593034866"	"0.504507376"	"0.310959046"	"0.232058378"	"0.532409236"	"0.173215309"	"0.459603038"	"0.487686191"	"0.275694458"	"0.322702183"	"0.788691497"	"0.511415854"	"0.219909469"	"0.356110218"	"0.345388067"	"0.29873253"	"0.639534026"	"0.599370596"	"0.922741621"	"0.815204685"	"0.298612892"	"0.807012102"	"0.577549355"	"0.877065161"	"0.258780989"	"0.631625271"	"0.134619953"	"0.543571769"	"0.786698238"	"0.827960054"	"0.212442381"	"0.305077994"	"0.831533293"	"0.569859347"	"0.723813689"	"0.695151721"	"0.109271179"	"0.757056005"	"0.343768152"	"0.777890241"	"0.255357456"	"0.623896346"	"0.547758199"	"0.551846529"	"0.646256746"	"0.524505248"	"0.151257584"	"0.363486823"	"0.771012314"	"0.77975199"	"0.486588671"	"0.384840978"	"0.645592001"	"0.392416397"	"0.4050203"	"0.487806448"	"0.366290906"	"0.318548845"	"0.476647132"	"0.886653628"	"0.568211026"	"0.437876886"	"0.796135024"	"0.75605386"	"0.58677535"	"0.79717806"	"0.806761477"	"0.374434579"	"0.240131197"	"0.213509755"	"0.331648775"	"0.45344772"	"0.902742982"	"0.508071032"	"0.617975479"	"0.592307101"	"0.734937937"	"0.620275798"	"2"	"0"
"GSM5319612"	"0.430049"	"0.674148751"	"0.695142649"	"0.570225559"	"0.524157973"	"0.398197132"	"0.707037056"	"0.409645967"	"0.312808225"	"0.810213928"	"0.785108872"	"0.722800458"	"0.62162216"	"0.529387985"	"0.666267737"	"0.314315909"	"0.599940882"	"0.854045872"	"0.467836212"	"0.493998433"	"0.835534365"	"0.624667396"	"0.879444011"	"0.312619697"	"0.531744258"	"0.503943271"	"0.779607102"	"0.342115273"	"0.930237242"	"0.10047905"	"0.77192034"	"0.092950157"	"0.296606367"	"0.62876731"	"0.110178731"	"0.736168249"	"0.189195305"	"0.761540173"	"0.453082402"	"0.509714695"	"0.3470939"	"0.666335701"	"0.473547502"	"0.419532838"	"0.483613253"	"0.35677213"	"0.592005431"	"0.485546624"	"0.411679291"	"0.271273556"	"0.530333362"	"0.172675025"	"0.387547915"	"0.566925846"	"0.338474075"	"0.310897181"	"0.817190676"	"0.521770982"	"0.176622767"	"0.413275592"	"0.394329908"	"0.261230997"	"0.660002746"	"0.609331749"	"0.857119769"	"0.832075846"	"0.270468246"	"0.720469956"	"0.542303526"	"0.84812653"	"0.204627662"	"0.749139373"	"0.193085981"	"0.570879879"	"0.725581258"	"0.8162659"	"0.241528979"	"0.340595333"	"0.831924839"	"0.56181915"	"0.697574848"	"0.710222423"	"0.107340687"	"0.621989822"	"0.304367895"	"0.81159697"	"0.281193167"	"0.698244379"	"0.537939027"	"0.534052193"	"0.636228564"	"0.506204672"	"0.141943448"	"0.374206572"	"0.768965841"	"0.732477647"	"0.449128649"	"0.412560532"	"0.665364503"	"0.40305179"	"0.416246326"	"0.456843912"	"0.367886346"	"0.333619003"	"0.795528415"	"0.844233429"	"0.503817864"	"0.432413636"	"0.813991805"	"0.692176368"	"0.459136637"	"0.81667092"	"0.844595142"	"0.381753491"	"0.241700612"	"0.21603802"	"0.308462138"	"0.443176262"	"0.894075965"	"0.533894809"	"0.678519708"	"0.658188422"	"0.776048543"	"0.580460162"	"2"	"0"
"GSM5319613"	"0.589428078"	"0.444228444"	"0.673786687"	"0.440028999"	"0.526444058"	"0.581729025"	"0.639208711"	"0.517546546"	"0.431188483"	"0.375229853"	"0.808885402"	"0.436713293"	"0.780515739"	"0.228240983"	"0.344145455"	"0.380884552"	"0.456759558"	"0.796125835"	"0.668889304"	"0.384008712"	"0.595964496"	"0.726779654"	"0.503225683"	"0.365521542"	"0.351404017"	"0.351144385"	"0.725518223"	"0.170446552"	"0.564662553"	"0.107046043"	"0.774034417"	"0.292096976"	"0.401789967"	"0.80975521"	"0.109757416"	"0.821724617"	"0.323456782"	"0.629030661"	"0.558470236"	"0.326272281"	"0.294328176"	"0.753504231"	"0.638542763"	"0.454737907"	"0.396076505"	"0.461738054"	"0.780177904"	"0.570138281"	"0.129132206"	"0.467884738"	"0.748693187"	"0.397869924"	"0.715904762"	"0.279381972"	"0.374736084"	"0.358705679"	"0.678342483"	"0.433685669"	"0.187004033"	"0.515688059"	"0.164794988"	"0.191307061"	"0.468966109"	"0.484059046"	"0.763642482"	"0.878713896"	"0.462781361"	"0.892145699"	"0.738252985"	"0.7358889"	"0.461367569"	"0.73555442"	"0.483752452"	"0.748782644"	"0.698358955"	"0.630829544"	"0.452728433"	"0.365229151"	"0.650128987"	"0.563517236"	"0.583118236"	"0.804909473"	"0.435174298"	"0.302950901"	"0.449866231"	"0.51123763"	"0.41704829"	"0.353007624"	"0.319855572"	"0.473281184"	"0.685030093"	"0.434323935"	"0.198040626"	"0.53702562"	"0.791984436"	"0.551937092"	"0.607275661"	"0.249318174"	"0.749137504"	"0.29709655"	"0.454343265"	"0.689796133"	"0.19267269"	"0.21631822"	"0.812990605"	"0.582435006"	"0.729131952"	"0.464096931"	"0.530931388"	"0.616787125"	"0.342865055"	"0.799642737"	"0.446625901"	"0.609660022"	"0.534044267"	"0.10740137"	"0.439130672"	"0.397028436"	"0.841463577"	"0.340215232"	"0.808354705"	"0.682529373"	"0.694463155"	"0.215680943"	"2"	"1"
"GSM5319614"	"0.628458181"	"0.597004957"	"0.703554546"	"0.433632397"	"0.500478017"	"0.536661423"	"0.615081497"	"0.521490137"	"0.428127727"	"0.603656629"	"0.807548401"	"0.661009156"	"0.827756887"	"0.385176178"	"0.518697914"	"0.368562518"	"0.447781738"	"0.78651374"	"0.591106606"	"0.397841218"	"0.788967186"	"0.664370399"	"0.683415814"	"0.298792345"	"0.339357611"	"0.262116455"	"0.761595046"	"0.252021603"	"0.754268492"	"0.10570162"	"0.784375397"	"0.131164235"	"0.448028752"	"0.753791787"	"0.109688028"	"0.811177406"	"0.211282912"	"0.723073573"	"0.608184194"	"0.471336709"	"0.326578975"	"0.699405548"	"0.630205841"	"0.459614636"	"0.373180387"	"0.448475296"	"0.655737253"	"0.558124657"	"0.176430738"	"0.430537783"	"0.762975329"	"0.313290336"	"0.581587457"	"0.341396591"	"0.389545601"	"0.357064222"	"0.666304951"	"0.473462712"	"0.175333492"	"0.626470132"	"0.244809994"	"0.180718901"	"0.519392331"	"0.553540903"	"0.834415942"	"0.826999089"	"0.497842426"	"0.861675539"	"0.719457918"	"0.781355583"	"0.473344689"	"0.773897907"	"0.394164427"	"0.734528591"	"0.616676624"	"0.640463054"	"0.409680407"	"0.407463962"	"0.731485802"	"0.718249134"	"0.569090758"	"0.742802392"	"0.351761363"	"0.446926616"	"0.396389739"	"0.714602707"	"0.497446225"	"0.542033301"	"0.406827328"	"0.457322441"	"0.740067377"	"0.453856738"	"0.140276182"	"0.442332285"	"0.79290457"	"0.650364438"	"0.569136602"	"0.287391415"	"0.717534649"	"0.311027061"	"0.488788132"	"0.679209341"	"0.178436817"	"0.236468493"	"0.825750944"	"0.617191448"	"0.622227707"	"0.440107911"	"0.748179787"	"0.63011992"	"0.351225964"	"0.790168973"	"0.677433824"	"0.498595323"	"0.497284617"	"0.190842696"	"0.435952577"	"0.339950281"	"0.854322008"	"0.469959082"	"0.727758849"	"0.812007487"	"0.701051799"	"0.38333704"	"2"	"1"
"GSM5319615"	"0.355679511"	"0.692312012"	"0.510793395"	"0.527692766"	"0.536466298"	"0.417901819"	"0.759138176"	"0.398174888"	"0.186488785"	"0.796518565"	"0.768965841"	"0.714982494"	"0.673653188"	"0.41478063"	"0.530161275"	"0.310348415"	"0.530525542"	"0.880855112"	"0.523551336"	"0.452051197"	"0.851630164"	"0.658107404"	"0.758147546"	"0.263085227"	"0.563213945"	"0.620451431"	"0.779607102"	"0.325756934"	"0.910303329"	"0.100979774"	"0.764017317"	"0.078728037"	"0.271107193"	"0.688328013"	"0.101459559"	"0.676081659"	"0.219482298"	"0.743170543"	"0.481173201"	"0.529048021"	"0.343715794"	"0.704062661"	"0.477939329"	"0.427522928"	"0.477714459"	"0.372560548"	"0.648697903"	"0.473544386"	"0.333578229"	"0.249466855"	"0.549685428"	"0.187787435"	"0.400563967"	"0.485584446"	"0.351085551"	"0.245695556"	"0.836642599"	"0.436156073"	"0.203451571"	"0.311353982"	"0.298712277"	"0.236381542"	"0.631310468"	"0.579789212"	"0.878302416"	"0.814305599"	"0.226001886"	"0.688312133"	"0.563448324"	"0.902821532"	"0.207051214"	"0.502309415"	"0.19420415"	"0.578770872"	"0.734743396"	"0.829031496"	"0.279554431"	"0.30882993"	"0.852197902"	"0.519263029"	"0.749174783"	"0.584459195"	"0.115901788"	"0.646871995"	"0.370537262"	"0.785508031"	"0.273458268"	"0.580836991"	"0.469861797"	"0.530124231"	"0.637709461"	"0.513258589"	"0.148093407"	"0.359922"	"0.776956856"	"0.791185836"	"0.479886547"	"0.364369917"	"0.668476179"	"0.445995391"	"0.39661958"	"0.405265819"	"0.316181504"	"0.321633572"	"0.760225822"	"0.836671487"	"0.59807218"	"0.436068105"	"0.785059682"	"0.73976205"	"0.398088532"	"0.81667092"	"0.742254373"	"0.408808394"	"0.320177741"	"0.212363284"	"0.29882718"	"0.425857624"	"0.900143062"	"0.496854721"	"0.524265012"	"0.623706141"	"0.749776894"	"0.59822458"	"2"	"0"
"GSM5319616"	"0.371923683"	"0.559587023"	"0.598322204"	"0.515130862"	"0.565364107"	"0.459117856"	"0.743184796"	"0.438447385"	"0.27596576"	"0.747823509"	"0.799642737"	"0.832946455"	"0.591176563"	"0.466884932"	"0.574962482"	"0.326374654"	"0.59704333"	"0.855099698"	"0.505837877"	"0.493998433"	"0.847045205"	"0.628293038"	"0.847883718"	"0.321113723"	"0.588784304"	"0.613025393"	"0.756662919"	"0.357075733"	"0.885741505"	"0.101784364"	"0.547553281"	"0.15925379"	"0.307191707"	"0.616529984"	"0.102752542"	"0.716985791"	"0.230444658"	"0.873848582"	"0.472717948"	"0.613414104"	"0.520878762"	"0.670841014"	"0.428520288"	"0.413646228"	"0.447529458"	"0.390455031"	"0.570888317"	"0.422291944"	"0.321971773"	"0.20827146"	"0.549056982"	"0.283734615"	"0.489749814"	"0.541529914"	"0.32640147"	"0.331020451"	"0.787441235"	"0.609583879"	"0.134818192"	"0.509333068"	"0.441918363"	"0.303978802"	"0.61180035"	"0.563774048"	"0.87874807"	"0.780487626"	"0.33887802"	"0.75222425"	"0.561508908"	"0.845832876"	"0.411020958"	"0.493819959"	"0.306203605"	"0.543280995"	"0.69007257"	"0.787031258"	"0.220626737"	"0.272710076"	"0.816730057"	"0.55604099"	"0.739463321"	"0.727106915"	"0.115819073"	"0.616193528"	"0.271496696"	"0.7848416"	"0.276738537"	"0.680969048"	"0.480925804"	"0.52500617"	"0.608590554"	"0.521084057"	"0.150242886"	"0.423164945"	"0.757987557"	"0.7171349"	"0.515897255"	"0.485351546"	"0.688568858"	"0.468327282"	"0.417070573"	"0.422202744"	"0.348528378"	"0.450240752"	"0.648979815"	"0.910096361"	"0.563147623"	"0.414801501"	"0.765331523"	"0.767478103"	"0.43788713"	"0.821647434"	"0.781058957"	"0.473182202"	"0.420654183"	"0.256219534"	"0.283382511"	"0.468998974"	"0.891520636"	"0.55933507"	"0.614773164"	"0.582923308"	"0.755608085"	"0.554056363"	"2"	"0"
"GSM5319617"	"0.370277384"	"0.657063359"	"0.508721518"	"0.589206633"	"0.517602597"	"0.436774822"	"0.769337466"	"0.382203391"	"0.233467622"	"0.774430511"	"0.776956856"	"0.707578942"	"0.690883443"	"0.460057459"	"0.557745012"	"0.232562305"	"0.651043551"	"0.857479821"	"0.478670282"	"0.469803156"	"0.840392178"	"0.687184323"	"0.907160982"	"0.216309641"	"0.403824895"	"0.515490324"	"0.795594048"	"0.331268566"	"0.898380558"	"0.100803214"	"0.772609576"	"0.098702716"	"0.44771934"	"0.677342575"	"0.102826525"	"0.695381016"	"0.206176367"	"0.773474914"	"0.483895438"	"0.523398601"	"0.388160926"	"0.675874443"	"0.53591168"	"0.416220333"	"0.499477207"	"0.382554006"	"0.565175554"	"0.523245413"	"0.377548508"	"0.286212979"	"0.507790601"	"0.174543842"	"0.412533534"	"0.542970928"	"0.189327054"	"0.283068602"	"0.802463966"	"0.589334535"	"0.163337433"	"0.415325044"	"0.332461454"	"0.228035325"	"0.687519783"	"0.558271125"	"0.853563638"	"0.795944999"	"0.278297615"	"0.690124871"	"0.701674768"	"0.857879719"	"0.25793057"	"0.711665558"	"0.189967803"	"0.654759809"	"0.727990452"	"0.860680712"	"0.273166219"	"0.332158406"	"0.850847855"	"0.573604387"	"0.710819461"	"0.668619554"	"0.117641599"	"0.635791677"	"0.341669144"	"0.82463604"	"0.335096337"	"0.684611022"	"0.477955178"	"0.586083946"	"0.632282891"	"0.55674404"	"0.174381257"	"0.419400485"	"0.770222179"	"0.802923853"	"0.43541539"	"0.410711516"	"0.666021917"	"0.4513189"	"0.425399522"	"0.472831187"	"0.352895901"	"0.409773135"	"0.518314217"	"0.891987306"	"0.542295357"	"0.447360916"	"0.796625575"	"0.762491833"	"0.395621974"	"0.811443468"	"0.809699117"	"0.382109941"	"0.378629578"	"0.277341422"	"0.311283964"	"0.443072861"	"0.868175145"	"0.509156366"	"0.64546027"	"0.521634875"	"0.739635841"	"0.598510983"	"2"	"0"
